id,name,category,source_category,source_file,source_table,latitude,longitude,x_utm,y_utm,cluster_id,dist_to_cluster_centroid_m,competitor_density_500m,competitor_density_1km,same_category_density_500m,nearest_neighbor_dist_m,rating,review_log,price_level
1675,Rumah Makan Saraso,padang restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1854064,104.0190808,390866.0933467435,131042.53973144325,1,1092.4659938372404,34,63,1,34.097517382954656,4.3,2.833213344056216,0
1704,Masakan Jawa,javanese restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.164737,104.0120755,390085.8207993801,128757.87577723018,1,1328.1821810939487,26,73,1,18.35878545948048,5.0,1.6094379124341003,1
1722,Depot Makan Garda Roso,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1701658,104.01681,390612.83222532284,129357.82845601572,1,706.2876029752817,35,80,10,16.86308939624917,0.0,0.0,0
1740,Warung Medan mbak nining,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1803731,104.0152848,390443.5234449751,130486.2737125678,1,446.0798288616833,20,83,8,170.96661933560375,4.0,1.0986122886681098,0
1776,Sarapan Pagi Warung Bude Srik,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1840339,104.0205217,391026.36532164126,130890.75754368842,1,1037.9701390792254,32,58,11,2.9654552384090147,0.0,0.0,0
1779,Mie Kier (mie ayam ceker),diner,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.182497,104.0194857,390911.0319019605,130720.89891014373,1,832.6819429854071,35,61,1,12.730425534329315,0.0,0.0,0
1794,SOMED DELSER,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1703309,104.0170023,390634.2355319805,129376.07224667339,1,694.6249217966522,35,80,10,10.963770552952495,4.9,2.995732273553991,0
1863,Rumah Makan Payakumbuh,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1698959,104.0170466,390639.1478724481,129327.98262966372,1,742.1093411997099,35,81,10,27.82037275721117,2.3,1.3862943611198906,0
1876,Nyonya Terasi  Batam Centre,ayam penyet restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1276432,104.0513998,394460.0031714684,124655.81134778427,0,3457.674413449516,43,117,1,30.53477636095102,4.4,4.248495242049359,0
1877,Mielioner Batam,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.144511,104.0278149,391836.35566028615,126521.35319758492,0,964.1940247709648,71,239,20,26.185884000654447,0.0,0.0,0
1878,New Bintang 99,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.142495,103.9975535,388469.1060541271,126299.6484951648,0,2773.3405610655973,42,133,17,204.46319352786685,0.0,0.0,0
1880,Pondok Abah,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1263208,104.046616,393927.66680211725,124509.79937433751,0,3019.9672314539175,65,129,19,27.34493856516566,5.0,1.6094379124341003,0
1883,Liga Bintang Seafood Sport,seafood restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1433212,103.9949572,388180.24728433974,126391.08384007134,0,3074.1841757473453,38,79,0,9.040213627747058,0.0,0.0,0
1888,Ayam Penyet Citra Rasa,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1441915,104.0016933,388929.80701678264,126487.03172567334,0,2369.1101648858744,56,221,24,97.82892971870247,4.0,0.6931471805599453,0
1893,Warung Cak San Lamongan Depan Masjid Al Muttaqin,restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.142423,103.9951885,388205.94933982426,126291.7809885651,0,3031.2686254731216,33,84,13,23.5059590675197,4.5,1.6094379124341003,0
1897,Oleh Oleh Batam TOK NGAH OUTLET DC MALL,deli,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1408328,104.0031082,389087.1139594336,126115.68170179715,0,2133.425040802713,71,263,0,10.694076653810589,4.5,3.044522437723423,0
1899,Kedai pempek mak pasha,pempek restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1479514,103.9958388,388278.52243810834,126902.90686606237,0,3120.052975804707,39,96,0,39.273454197464616,5.0,0.6931471805599453,0
1900,Gorengan Nanggroe Aceh BCM Batam Centre,brunch restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1301861,104.0502926,394336.898038358,124936.95831110819,0,3256.2503098132875,30,130,0,45.423652629824296,4.4,4.04305126783455,1
1906,Yadi Prata (Roti Canai),restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.147778,103.99866,388592.430425886,126883.62785650272,0,2821.1406479740353,30,177,14,35.11700101755408,5.0,0.6931471805599453,0
1907,Gultik Pak Wongso,javanese restaurant,F&B,Indonesia.Batam.Kuliner.202406162232.db,places,1.1157823,104.0518453,394509.14865882864,123344.62373024735,6,441.3759087632303,16,53,0,46.20679550286505,4.3,4.653960350157523,0
