id,name,category,source_category,source_file,source_table,latitude,longitude,x_utm,y_utm,rating,review_count_log,cluster_id,population_density,nearby_review_count_log_sum_500m,nearby_review_count_log_mean_500m,nearby_avg_rating_500m,same_category_density_250m,same_category_density_500m,same_category_density_1000m,nearest_same_category_distance_m,competitor_saturation_index,business_density_250m,business_density_500m,business_density_1000m,nearest_business_distance_m,poi_diversity_index,nearest_road_distance_m,road_density_500m,intersection_density_500m,road_access_score,is_valid_land,distance_to_water_body_m,distance_to_forest_or_green_area_m,commercial_land_ratio_500m,residential_land_ratio_500m,cluster_centroid_distance_m,nearest_cluster_size,is_noise_area
301,BENING’S RAINY BENGKONG,cosmetics store,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1460402,104.0277916,391833.8204306043,126690.40178097853,0.0,0.0,0,9626.992191604691,65.82891180741578,1.4628647068314617,2.9511111111111115,1.0,1.0,2.0,65.75869404588663,1.2732395447351628,20,44,119,42.97324443180797,3.123303656768801,49.72588202638551,551.0,196,0.8071881818742315,1,565.9084986034914,571.4522350619363,0.0,0.0,788.8644371650104,525.0,0
302,Rini Susanti A MKeb,midwife,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1480753,104.024138,391427.3646290952,126915.51344843362,5.0,1.3862943611198906,0,9626.992191604691,51.97496362699661,1.1812491733408321,2.940909090909091,1.0,2.0,6.0,234.18215345652175,2.5464790894703255,7,43,139,11.41589195690712,3.0553664435311876,29.5495386012197,266.0,109,0.7516847791412546,1,1002.1800695875489,112.19876423224991,0.0,0.0,857.8874370123622,525.0,0
304,Mybatamshopp,beauty supply store,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1492475,104.0273468,391784.4485554111,127044.97441867695,5.0,1.0986122886681098,0,9626.992191604691,74.19199079259242,1.1414152429629603,2.7215384615384615,0.0,1.0,1.0,484.7551910491999,1.2732395447351628,18,64,113,143.10244884911094,3.302636258521632,49.396462975904534,445.0,157,0.7864489435697833,1,717.0376310668673,465.93904731845294,0.0,0.0,1072.5649997223181,525.0,0
305,rumah QS,nutritionist,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1526621,104.0294375,392017.2067315795,127422.36719076785,0.0,0.0,0,9626.992191604691,32.66193920813817,0.933198263089662,2.7142857142857144,0.0,0.0,0.0,3705.971830452154,0.0,11,34,117,29.71441231112948,2.822205298208518,6.2114864833214805,523.0,177,0.8022901585947732,1,795.6669865554705,797.7401312503877,0.0,0.0,1512.671966995444,525.0,0
307,Masjid Miftahul Huda (LDII),mosque,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.148915,104.0296674,392042.64649022237,127008.12990736034,4.8,5.181783550292085,0,9626.992191604691,62.771180616529996,1.0822617347677586,2.543103448275862,0.0,0.0,0.0,1448.9286119499027,0.0,7,57,109,92.18847415018737,3.264169984199113,21.57537220180885,557.0,191,0.8087384904408588,1,484.75175672915054,720.407664964481,0.0,0.0,1168.54509260072,525.0,0
308,Warga Tapak wali indonesia,alternative medicine practitioner,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1545485,104.0393377,393118.85745284805,127630.52790510484,0.0,0.0,0,9626.992191604691,4.382026634673881,0.7303377724456469,3.8333333333333335,0.0,0.0,1.0,787.7208320614875,0.0,4,5,21,0.26001776033369706,1.3296613488507583,33.025320972744765,482.0,161,0.7939083952905488,1,236.40669464951466,203.22301709453936,0.0,0.0,2358.417003311836,525.0,0
309,Harapan kita,sports medicine clinic,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1300779,104.0529207,394629.31965592894,124924.90178781436,0.0,0.0,0,5272.0895266801635,38.59236792551454,2.4120229953446586,3.7,0.0,0.0,0.0,1000.0,0.0,2,15,27,0.011054567547039866,2.252728336808822,33.30618143071943,152.0,68,0.7293253861413055,1,1278.0824654548594,945.0689329784358,0.0,0.0,3461.7040154867846,525.0,0
311,Harapan Kita Klinik Pratama,medical clinic,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.122519,104.0985,399700.58019109804,124087.6952471127,2.5,3.9889840465642745,12,5272.0895266801635,17.637920404702236,2.2047400505877794,4.125,0.0,0.0,1.0,650.0466692941636,0.0,3,7,18,199.26784247289348,1.6674619334232945,21.151215279204816,782.0,258,0.8527754690771491,1,1387.7234923700757,217.52944173083583,0.0,0.0,426.1034967196025,14.0,0
312,Zul’s Barbershop,barber shop,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1511597,104.03043,392127.58434912143,127256.24463898156,5.0,0.6931471805599453,0,9626.992191604691,29.548423898927794,0.8690712911449351,2.5264705882352945,1.0,5.0,9.0,235.58865256261225,6.366197723675814,8,33,119,72.57053455064103,2.8685911172973384,29.48298481972686,599.0,205,0.8168520089255107,1,633.6431386516066,845.3194410144256,0.0,0.0,1421.5152700456933,525.0,0
314,Isagenix Batam,wellness center,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.149464,104.0243991,391456.46937771083,127069.0196151644,0.0,0.0,0,9626.992191604691,57.232458999024395,1.1446491799804879,2.952,0.0,0.0,0.0,1461.8598486723508,0.0,15,49,143,76.72672988538537,3.0028383604616575,65.14875106816513,292.0,116,0.7562971737403896,1,1022.978955474215,149.17727704502178,0.0,0.0,1013.3615849224007,525.0,0
315,Jailani,organic shop,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.143511,104.036361,392787.2335361723,126410.48608466817,0.0,0.0,0,9626.992191604691,7.397561535524053,0.5690431950403118,1.4846153846153847,6.0,6.0,6.0,0.0,7.639437268410976,10,12,43,0.0,1.410513557108838,86.04377275252882,664.0,216,0.828816413982282,1,184.98726734053437,807.9042115175956,0.0,0.0,1470.404646825626,525.0,0
317,Milagros Bengkong,health and beauty shop,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.150848,104.035803,392725.41884364595,127221.58467007497,5.0,2.302585092994046,0,9626.992191604691,7.272398392570047,1.2120663987616744,3.25,0.0,0.0,1.0,567.4563410347505,0.0,1,5,59,232.61398303096627,1.791759469222055,15.345477476508279,762.0,244,0.8489391496094992,1,494.74301350487343,543.9167034243354,0.0,0.0,1793.1076029545557,525.0,0
319,Pijat & Urut Wawie,physical therapist,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1523468,104.0291265,391982.590297594,127387.52368705749,0.0,0.0,0,9626.992191604691,45.7666110084111,1.0896812144859784,2.8785714285714286,0.0,0.0,2.0,737.007545344285,0.0,13,41,118,47.28512496929354,3.01523800061026,8.25395242003077,520.0,179,0.8016757835127017,1,818.4696584685672,753.4749467176345,0.0,0.0,1466.3262741271542,525.0,0
320,FASHIONMIX,cosmetics store,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1505127,104.0258454,391617.4371824706,127184.89486392713,5.0,1.0986122886681098,0,9626.992191604691,63.446365096715766,1.0401043458477994,2.7327868852459014,0.0,1.0,3.0,478.76376340427936,1.2732395447351628,19,60,130,17.610589322599406,3.2105177951724273,30.626205680951017,381.0,136,0.7741752853453683,1,932.3752275095615,340.1305552583716,0.0,0.0,1153.8364957027911,525.0,0
321,Bengkong harapan 1 Block E No 45,corporate office,Healthcare,Indonesia.Batam.Kesehatan.202408050759.db,places,1.1503789,104.0257595,391607.8741373721,127170.10699644279,4.6,2.302585092994046,0,9626.992191604691,64.1395122772757,1.0514674143815688,2.8147540983606554,0.0,0.0,1.0,841.9167967384117,0.0,20,60,131,17.610589322599406,3.2105177951724273,21.186127503193813,379.0,137,0.7739100319427064,1,932.7273874501208,325.8964045897731,0.0,0.0,1137.2989499959283,525.0,0
